Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1.0,0.0,0.0,1,0.0,2764,110.0,360.0,1.0,2,1
0.0,1.0,0.0,1,0.0,4817,120.0,180.0,1.0,2,1
0.0,1.0,3.0,1,0.0,8750,130.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,4310,130.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,3069,71.0,480.0,1.0,2,0
0.0,1.0,2.0,1,0.0,5391,130.0,360.0,1.0,2,1
0.0,1.0,0.0,1,0.0,3333,128.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,5941,296.0,360.0,1.0,1,1
1.0,0.0,0.0,1,0.0,6000,156.0,360.0,1.0,2,1
0.0,0.0,0.0,1,1.0,7167,128.0,360.0,1.0,2,1
0.0,1.0,2.0,1,0.0,4566,100.0,360.0,1.0,2,0
0.0,0.0,1.0,1,0.0,3667,113.0,180.0,1.0,2,1
0.0,0.0,0.0,0,0.0,2346,132.0,360.0,1.0,1,1
0.0,1.0,0.0,0,0.0,3010,128.0,360.0,0.0,2,0
0.0,1.0,0.0,1,0.0,2333,136.0,360.0,1.0,2,1
0.0,1.0,0.0,1,0.0,5488,125.0,360.0,1.0,0,1
0.0,0.0,3.0,1,0.0,9167,185.0,360.0,1.0,0,1
0.0,1.0,3.0,1,0.0,9504,275.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,2583,120.0,360.0,1.0,2,1
0.0,1.0,2.0,0,0.0,1993,113.0,180.0,1.0,1,1
0.0,1.0,2.0,1,0.0,3100,113.0,360.0,1.0,2,1
0.0,1.0,2.0,1,0.0,3276,135.0,360.0,1.0,1,1
1.0,0.0,0.0,1,0.0,3180,71.0,360.0,0.0,2,0
0.0,1.0,0.0,1,0.0,3033,95.0,360.0,1.0,2,1
0.0,0.0,0.0,0,0.0,3902,109.0,360.0,1.0,0,1
1.0,0.0,0.0,1,0.0,1500,103.0,360.0,0.0,1,0
0.0,1.0,2.0,0,0.0,2889,45.0,180.0,0.0,2,0
0.0,0.0,0.0,0,0.0,2755,65.0,300.0,1.0,0,0
0.0,0.0,0.0,1,0.0,2500,103.0,360.0,1.0,1,1
1.0,0.0,0.0,0,0.0,1963,53.0,360.0,1.0,1,1
1.0,0.0,0.0,1,1.0,7441,194.0,360.0,1.0,0,0
1.0,0.0,0.0,1,0.0,4547,115.0,360.0,1.0,1,1
0.0,1.0,0.0,0,0.0,2167,115.0,360.0,1.0,2,1
1.0,0.0,0.0,0,0.0,2213,66.0,360.0,1.0,0,1
0.0,1.0,1.0,1,0.0,8300,152.0,300.0,0.0,1,0
0.0,1.0,3.0,1,0.0,81000,360.0,360.0,0.0,0,0
1.0,0.0,1.0,0,1.0,3867,62.0,360.0,1.0,1,0
0.0,1.0,0.0,1,0.0,6256,160.0,360.0,1.0,2,1
0.0,1.0,0.0,0,0.0,6096,218.0,360.0,0.0,0,0
0.0,1.0,0.0,0,0.0,2253,110.0,360.0,1.0,0,1
1.0,1.0,0.0,0,0.0,2149,178.0,360.0,0.0,1,0
1.0,0.0,0.0,1,0.0,2995,60.0,360.0,1.0,2,1
1.0,0.0,1.0,1,0.0,2600,160.0,360.0,1.0,2,0
0.0,1.0,2.0,1,1.0,1600,239.0,360.0,1.0,2,0
0.0,1.0,0.0,1,0.0,1025,112.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,3246,138.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,5829,138.0,360.0,1.0,0,1
1.0,0.0,0.0,0,0.0,2720,80.0,360.0,0.0,2,0
0.0,1.0,0.0,1,0.0,1820,100.0,360.0,1.0,2,1
0.0,1.0,1.0,1,0.0,7250,110.0,360.0,0.0,2,0
0.0,1.0,0.0,1,0.0,14880,96.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,2666,121.0,360.0,1.0,0,1
1.0,0.0,1.0,0,0.0,4606,81.0,360.0,1.0,0,0
0.0,1.0,2.0,1,0.0,5935,133.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,2920,87.0,360.0,1.0,0,1
0.0,0.0,0.0,0,0.0,2717,60.0,180.0,1.0,2,1
1.0,0.0,1.0,1,1.0,8624,150.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,6500,105.0,360.0,0.0,0,0
0.0,0.0,0.0,1,0.0,12876,405.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,2425,143.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,3750,100.0,360.0,1.0,2,1
1.0,1.0,0.0,1,0.0,10047,128.0,240.0,1.0,1,1
0.0,0.0,0.0,1,0.0,1926,50.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,2213,128.0,360.0,1.0,2,1
0.0,0.0,0.0,1,1.0,10416,187.0,360.0,0.0,2,0
1.0,1.0,0.0,0,1.0,7142,138.0,360.0,1.0,0,1
0.0,0.0,0.0,1,0.0,3660,187.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,7901,180.0,360.0,1.0,0,1
0.0,0.0,3.0,0,0.0,4707,148.0,360.0,1.0,1,1
0.0,0.0,1.0,1,0.0,37719,152.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,7333,175.0,300.0,1.0,0,1
0.0,1.0,1.0,1,1.0,3466,130.0,360.0,1.0,0,1
0.0,1.0,2.0,0,0.0,4652,110.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,3539,55.0,360.0,1.0,0,0
0.0,1.0,2.0,1,0.0,3340,150.0,360.0,0.0,0,0
0.0,0.0,1.0,0,1.0,2769,190.0,360.0,1.0,1,0
0.0,1.0,2.0,0,0.0,2309,125.0,360.0,0.0,0,0
0.0,1.0,2.0,0,0.0,1958,60.0,300.0,1.0,2,1
0.0,1.0,0.0,1,0.0,3948,149.0,360.0,0.0,0,0
0.0,1.0,0.0,1,0.0,2483,90.0,180.0,0.0,0,1
0.0,0.0,0.0,1,1.0,7085,84.0,360.0,1.0,1,1
0.0,1.0,2.0,1,0.0,3859,96.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,4301,118.0,360.0,1.0,2,1
0.0,1.0,0.0,1,0.0,3708,173.0,360.0,1.0,2,0
0.0,0.0,2.0,1,0.0,4354,136.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,8334,160.0,360.0,1.0,1,0
0.0,1.0,0.0,1,1.0,2083,160.0,360.0,1.0,1,1
0.0,1.0,3.0,1,0.0,7740,128.0,180.0,1.0,2,1
0.0,1.0,0.0,1,0.0,3015,153.0,360.0,1.0,0,1
1.0,0.0,1.0,0,0.0,5191,132.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,4166,98.0,360.0,0.0,1,0
0.0,0.0,0.0,1,0.0,6000,140.0,360.0,1.0,0,1
0.0,1.0,3.0,0,0.0,2947,70.0,180.0,0.0,2,0
0.0,1.0,0.0,1,0.0,16692,110.0,360.0,1.0,1,1
1.0,1.0,2.0,0,0.0,210,98.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,4333,110.0,360.0,1.0,2,0
0.0,1.0,1.0,1,1.0,3450,162.0,360.0,1.0,1,1
0.0,1.0,1.0,0,0.0,2653,113.0,180.0,0.0,0,0
0.0,1.0,3.0,1,0.0,4691,100.0,360.0,1.0,1,1
1.0,0.0,0.0,1,1.0,2500,93.0,360.0,1.0,2,1
0.0,0.0,2.0,1,0.0,5532,162.0,360.0,1.0,0,1
0.0,1.0,2.0,1,1.0,16525,150.0,360.0,1.0,0,1
0.0,1.0,2.0,1,0.0,6700,230.0,300.0,1.0,1,1
0.0,1.0,2.0,1,0.0,2873,132.0,360.0,0.0,1,0
0.0,1.0,1.0,1,1.0,16667,86.0,360.0,1.0,1,1
0.0,1.0,2.0,1,0.0,2947,128.0,360.0,1.0,2,0
1.0,0.0,0.0,0,0.0,4350,154.0,360.0,1.0,0,1
0.0,1.0,3.0,0,0.0,3095,113.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,2083,128.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,10833,234.0,360.0,1.0,1,1
0.0,1.0,2.0,1,0.0,8333,246.0,360.0,1.0,1,1
0.0,1.0,1.0,0,0.0,1958,131.0,360.0,1.0,0,1
0.0,0.0,2.0,1,0.0,3547,80.0,360.0,0.0,0,0
0.0,1.0,1.0,1,0.0,18333,500.0,360.0,1.0,2,0
0.0,1.0,2.0,1,1.0,4583,160.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,2435,75.0,360.0,1.0,2,0
0.0,0.0,0.0,0,0.0,2699,96.0,360.0,1.0,1,1
0.0,1.0,1.0,0,0.0,5333,186.0,360.0,1.0,2,1
0.0,0.0,0.0,0,0.0,3691,110.0,360.0,1.0,0,1
1.0,0.0,0.0,0,1.0,17263,225.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,3597,119.0,360.0,0.0,0,0
1.0,1.0,1.0,1,0.0,3326,105.0,84.0,1.0,1,1
0.0,1.0,0.0,0,0.0,2600,107.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,4625,111.0,12.0,1.0,2,1
0.0,1.0,1.0,1,1.0,2895,95.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,6283,209.0,360.0,0.0,0,0
1.0,0.0,0.0,1,0.0,645,113.0,480.0,1.0,0,1
1.0,0.0,0.0,1,0.0,3159,100.0,360.0,1.0,1,1
0.0,1.0,2.0,1,0.0,4865,208.0,360.0,1.0,1,1
0.0,1.0,1.0,0,0.0,4050,138.0,360.0,1.0,0,0
0.0,1.0,0.0,0,0.0,3814,124.0,300.0,1.0,1,1
0.0,1.0,2.0,1,0.0,3510,243.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,20833,480.0,360.0,1.0,2,1
0.0,0.0,0.0,1,0.0,3583,96.0,360.0,1.0,2,0
0.0,1.0,0.0,1,1.0,2479,188.0,360.0,1.0,2,1
1.0,0.0,1.0,1,0.0,13262,40.0,360.0,1.0,2,1
0.0,0.0,0.0,0,0.0,3598,100.0,360.0,1.0,0,0
0.0,1.0,1.0,1,0.0,6065,250.0,360.0,1.0,1,1
0.0,1.0,2.0,1,0.0,3283,148.0,360.0,1.0,2,1
0.0,1.0,0.0,1,0.0,2130,70.0,180.0,1.0,1,0
0.0,0.0,0.0,1,0.0,5815,311.0,360.0,1.0,0,0
0.0,1.0,3.0,1,0.0,3466,150.0,360.0,1.0,0,1
1.0,1.0,2.0,1,0.0,2031,113.0,480.0,1.0,1,1
0.0,1.0,0.0,0,0.0,3074,123.0,360.0,0.0,1,0
0.0,0.0,0.0,1,0.0,4683,185.0,360.0,1.0,1,0
1.0,0.0,0.0,0,0.0,3400,95.0,360.0,1.0,0,0
0.0,1.0,2.0,0,0.0,2192,45.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,2500,55.0,360.0,1.0,1,1
0.0,1.0,3.0,1,1.0,5677,100.0,360.0,1.0,0,1
0.0,1.0,2.0,1,1.0,7948,480.0,360.0,1.0,0,1
0.0,0.0,0.0,1,0.0,4680,128.0,360.0,1.0,1,0
0.0,1.0,2.0,1,1.0,17500,400.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,3775,110.0,360.0,1.0,1,1
0.0,1.0,1.0,0,0.0,5285,161.0,360.0,0.0,1,1
0.0,0.0,1.0,0,0.0,2679,94.0,360.0,1.0,1,1
0.0,0.0,0.0,0,0.0,6783,130.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,1025,216.0,360.0,1.0,0,1
0.0,1.0,3.0,1,0.0,4281,100.0,360.0,1.0,2,1
0.0,0.0,2.0,1,0.0,3588,110.0,360.0,0.0,0,0
0.0,0.0,1.0,1,0.0,11250,196.0,360.0,1.0,1,0
1.0,0.0,0.0,0,1.0,18165,125.0,360.0,1.0,2,1
0.0,0.0,0.0,0,0.0,2550,126.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,6133,324.0,360.0,1.0,2,1
0.0,0.0,2.0,1,0.0,3617,107.0,360.0,1.0,1,1
0.0,1.0,0.0,0,0.0,2917,66.0,360.0,1.0,0,0
0.0,1.0,3.0,1,0.0,6417,157.0,180.0,1.0,0,1
1.0,1.0,1.0,1,0.0,4608,140.0,180.0,1.0,1,1
1.0,0.0,0.0,1,0.0,2138,99.0,360.0,0.0,1,0
1.0,0.0,1.0,1,0.0,3652,95.0,360.0,1.0,1,1
0.0,1.0,1.0,0,0.0,2239,128.0,360.0,1.0,2,1
1.0,1.0,0.0,0,0.0,3017,102.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,2768,155.0,360.0,1.0,0,1
0.0,0.0,0.0,0,0.0,3358,80.0,36.0,1.0,1,0
0.0,0.0,0.0,1,0.0,2526,145.0,360.0,1.0,0,1
1.0,0.0,0.0,1,0.0,5000,103.0,360.0,0.0,1,0
0.0,1.0,0.0,1,0.0,2785,110.0,360.0,1.0,0,1
0.0,1.0,2.0,1,1.0,6633,128.0,360.0,0.0,0,0
0.0,1.0,1.0,0,0.0,2492,128.0,360.0,1.0,0,1
0.0,1.0,1.0,1,0.0,3333,158.0,360.0,1.0,2,1
0.0,1.0,0.0,0,0.0,2454,181.0,360.0,0.0,2,0
0.0,1.0,0.0,1,0.0,3593,132.0,180.0,0.0,0,0
0.0,1.0,1.0,1,0.0,5468,26.0,360.0,1.0,1,1
1.0,0.0,0.0,1,0.0,2667,84.0,360.0,1.0,2,1
0.0,1.0,3.0,1,1.0,10139,260.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,3887,162.0,360.0,1.0,1,1
1.0,1.0,0.0,1,0.0,4180,182.0,360.0,1.0,1,1
0.0,1.0,2.0,0,0.0,3675,108.0,360.0,1.0,1,1
1.0,1.0,1.0,1,1.0,19484,600.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,5923,211.0,360.0,1.0,0,1
0.0,0.0,0.0,0,1.0,5800,132.0,360.0,1.0,1,1
0.0,1.0,2.0,1,0.0,8799,258.0,360.0,0.0,2,0
0.0,1.0,0.0,0,0.0,4467,120.0,360.0,1.0,0,1
0.0,0.0,0.0,1,0.0,3333,70.0,360.0,1.0,2,1
0.0,1.0,3.0,1,0.0,3400,123.0,360.0,0.0,0,0
1.0,0.0,0.0,1,0.0,2378,9.0,360.0,1.0,2,0
0.0,1.0,0.0,1,0.0,3166,104.0,360.0,0.0,2,0
0.0,1.0,1.0,1,0.0,3417,186.0,360.0,1.0,2,1
0.0,1.0,0.0,1,0.0,5116,165.0,360.0,0.0,2,0
0.0,1.0,2.0,1,0.0,16666,275.0,360.0,1.0,2,1
0.0,1.0,2.0,0,0.0,6125,187.0,480.0,1.0,1,0
0.0,1.0,3.0,1,0.0,6406,150.0,360.0,1.0,1,0
0.0,1.0,2.0,1,0.0,3159,108.0,84.0,1.0,2,1
0.0,1.0,0.0,1,0.0,3087,136.0,360.0,0.0,1,0
0.0,0.0,0.0,1,0.0,3229,110.0,360.0,1.0,2,1
0.0,1.0,1.0,1,0.0,1782,107.0,360.0,1.0,0,1
0.0,0.0,0.0,1,0.0,3182,161.0,360.0,1.0,2,1
0.0,1.0,2.0,1,0.0,6540,205.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,1836,90.0,360.0,1.0,2,0
1.0,1.0,0.0,1,0.0,3166,36.0,360.0,1.0,1,1
0.0,1.0,1.0,1,0.0,1880,61.0,360.0,1.0,0,0
0.0,1.0,1.0,1,0.0,2787,146.0,360.0,0.0,0,0
0.0,1.0,1.0,1,0.0,4283,172.0,84.0,1.0,0,0
0.0,1.0,0.0,1,0.0,2297,104.0,360.0,1.0,2,1
1.0,0.0,0.0,0,0.0,2165,70.0,360.0,1.0,1,1
0.0,0.0,0.0,1,0.0,4750,94.0,360.0,1.0,1,1
0.0,1.0,2.0,1,1.0,2726,106.0,360.0,0.0,1,0
0.0,1.0,0.0,1,0.0,3000,56.0,180.0,1.0,1,1
0.0,1.0,2.0,1,1.0,6000,205.0,240.0,1.0,1,0
0.0,0.0,3.0,1,1.0,9357,292.0,360.0,1.0,1,1
0.0,1.0,0.0,1,0.0,3859,142.0,180.0,1.0,0,1
0.0,1.0,0.0,1,1.0,16120,260.0,360.0,1.0,2,1
0.0,0.0,0.0,0,0.0,3833,110.0,360.0,1.0,0,1
0.0,1.0,2.0,0,1.0,6383,187.0,360.0,1.0,0,0
0.0,0.0,0.0,1,0.0,2987,88.0,360.0,0.0,1,0
0.0,1.0,0.0,1,1.0,9963,180.0,360.0,1.0,0,1
0.0,1.0,2.0,1,0.0,5780,192.0,360.0,1.0,2,1
1.0,0.0,3.0,1,0.0,416,350.0,180.0,1.0,2,0
0.0,1.0,0.0,0,0.0,2894,155.0,360.0,1.0,0,1
0.0,1.0,3.0,1,0.0,5703,128.0,360.0,1.0,2,1
0.0,0.0,0.0,1,0.0,3676,172.0,360.0,1.0,0,1
1.0,1.0,1.0,1,0.0,12000,496.0,360.0,1.0,1,1
0.0,1.0,0.0,0,0.0,2400,128.0,180.0,1.0,2,0
0.0,1.0,1.0,1,0.0,3400,173.0,360.0,1.0,1,1
0.0,1.0,2.0,0,0.0,3987,157.0,360.0,1.0,0,1
0.0,1.0,0.0,1,0.0,3232,108.0,360.0,1.0,0,1
1.0,0.0,0.0,1,0.0,2900,71.0,360.0,1.0,0,1
0.0,1.0,3.0,1,0.0,4106,40.0,180.0,1.0,0,1
0.0,1.0,1.0,1,0.0,8072,253.0,360.0,1.0,2,1
0.0,1.0,2.0,1,0.0,7583,187.0,360.0,1.0,2,1
1.0,0.0,0.0,1,1.0,4583,133.0,360.0,0.0,1,0
